word,meaning,sentence,translation
owe,（A）は（B の）おかげだ,I owe my success to him.,私の成功は彼のおかげだ。
owe,（A）を（Bに）借りている,I owe him money.,私は彼にお金を借りている。
fear,恐怖,He felt fear.,彼は恐怖を感じた。
fear,～を恐れる,I fear failure.,私は失敗を恐れる。
fear,～を心配する,She fears the future.,彼女は未来を心配している。
method,方法,This method works.,この方法はうまくいく。
medium,（情報伝達）手段，媒体，メディア,TV is a medium.,テレビは媒体だ。
medium,中間の,Choose a medium size.,中間のサイズを選んで。
means,手段〈単複同形〉,Education is a means of success.,教育は成功の手段だ。
means,財産，収入,He has the means to live.,彼には生活する収入がある。
extent,程度,I understand the extent.,程度を理解している。
extremely,極度に，非常に,It is extremely cold.,とても寒い。
total,全体の,The total cost is high.,総費用は高い。
total,（a ―）まったくの,It was a total mistake.,それは完全な間違いだった。
total,合計,The total is 100.,合計は100だ。
largely,大部分は,The work is largely done.,仕事はほぼ終わった。
largely,主に,It is largely because of him.,主に彼のおかげだ。
moderate,適度な，節度のある,Exercise moderately.,適度に運動する。
somewhat,いくぶん,I am somewhat tired.,私は少しい疲れている。
subtle,かすかな,There was a subtle change.,かすかな変化があった。
possibly,ひょっとすると,He could possibly win.,彼はひょっとすると勝てる。
possibly,（cannot ―）どうしても（～できない）,I cannot possibly agree.,どうしても賛成できない。
eventually,最終的に，ついに,He eventually arrived.,彼はついに到着した。
necessarily,（not ―）必ずしも（～ない）,It is not necessarily true.,それは必ずしも真実ではない。
frankly,率直に,"Frankly, I disagree.",率直に言うと反対です。
ironically,皮肉なことに,"Ironically, he failed.",皮肉にも彼は失敗した。
moreover,その上,"Moreover, it is cheap.",その上、それは安い。
otherwise,さもなければ,"Hurry, otherwise you will miss it.",急ぎなさい、さもなければ逃す。
otherwise,ほかの点では,He is healthy otherwise.,それ以外の点では彼は健康だ。
otherwise,ほかの方法で,I couldn't do it otherwise.,他の方法ではできなかった。
regardless,（of ～）（～とは）無関係に,"Regardless of age, anyone can join.",年齢に関係なく誰でも参加できる。
worth,～の価値がある,This book is worth reading.,この本は読む価値がある。
worth,（― doing）（～する）価値がある,The movie is worth watching.,その映画は見る価値がある。
worth,価値，（～）相当,The painting is worth a lot of money.,その絵は多くのお金の価値がある。
according to,（調査，人の話など）によれば,"According to the report, sales increased.",報告によれば売上は増加した。
according to,（能力など）に応じて,Pay is decided according to ability.,給料は能力に応じて決まる。
despite,～にもかかわらず,"Despite the rain, we went out.",雨にもかかわらず私たちは出かけた。
propose,～を提案する,He proposed a new plan.,彼は新しい計画を提案した。
propose,（to ～）（～に）結婚を申し込む,He proposed to her yesterday.,彼は昨日彼女に結婚を申し込んだ。
dismiss,（意見や考えなど）を退ける,She dismissed my idea.,彼女は私の考えを退けた。
dismiss,～を解雇する,The company dismissed him.,会社は彼を解雇した。
bless,～を祝福する,The priest blessed the couple.,司祭はその夫婦を祝福した。
glory,栄光,They fought for glory.,彼らは栄光のために戦った。
compliment,褒め言葉，賛辞,She gave me a compliment.,彼女は私を褒めてくれた。
compliment,～を褒める,I complimented her dress.,私は彼女の服を褒めた。
feast,宴会，祝宴,They held a feast.,彼らは宴会を開いた。
feast,とても楽しいこと，喜ばせるもの,The concert was a feast for the ears.,そのコンサートは耳のごちそうだった。
declare,～を宣言する,They declared independence.,彼らは独立を宣言した。
declare,（税関や税務署で）～を申告する,You must declare the goods.,商品を申告しなければならない。
highlight,～を強調する,The teacher highlighted the point.,先生はその点を強調した。
highlight,呼び物，目玉商品，ハイライト,The highlight was the final game.,目玉は最後の試合だった。
imply,～をほのめかす，（暗に）～を意味する,His words implied danger.,彼の言葉は危険を暗示した。
recite,～を暗唱する,She recited the poem.,彼女は詩を暗唱した。
ray,光線,A ray of light entered the room.,一筋の光が部屋に入った。
ray,放射線,The doctor used a ray machine.,医者は放射線装置を使った。
ray,（a ― of）一縷の，わずかな,A ray of hope remained.,一筋の希望が残った。
radiation,放射線,Radiation can be harmful.,放射線は有害なことがある。
laboratory,研究室，研究所,He works in a laboratory.,彼は研究所で働いている。
oxygen,酸素,Humans need oxygen to live.,人間は生きるために酸素が必要だ。
molecule,分子,Water is made of molecules.,水は分子でできている。
compound,化合物,Salt is a chemical compound.,塩は化合物である。
compound,複合的な,It is a compound problem.,それは複合的な問題だ。
tissue,組織,The doctor examined the tissue.,医者は組織を調べた。
tissue,ティッシュペーパー,I need a tissue.,ティッシュが必要です。
cell,細胞,The human body has many cells.,人体には多くの細胞がある。
cell,電池,This device needs a new cell.,この装置には新しい電池が必要だ。
cell,独房,The prisoner stayed in a cell.,囚人は独房にいた。
gene,遺伝子,Genes affect our traits.,遺伝子は特徴に影響する。
substance,物質,The substance is dangerous.,その物質は危険だ。
substance,本質，根拠,Trust is the substance of friendship.,信頼は友情の本質だ。
solid,固体の,Ice is a solid substance.,氷は固体の物質だ。
solid,ぎっしり詰まった,The box is solid wood.,その箱は無垢材でできている。
solid,固体,A solid becomes liquid when heated.,固体は加熱すると液体になる。
satellite,（月などの）衛星,The moon is a satellite.,月は衛星である。
satellite,人工衛星,The satellite sends signals.,人工衛星は信号を送る。
orbit,軌道,The planet moves in orbit.,惑星は軌道を動く。
orbit,（惑星などが）～を周回する,The moon orbits the Earth.,月は地球を周回する。
launch,（ロケットなど）を打ち上げる,They launched a rocket.,彼らはロケットを打ち上げた。
launch,（運動，事業など）を始める,She launched a business.,彼女は事業を始めた。
launch,打ち上げ，開始，発売,The product launch was successful.,製品発売は成功した。
attempt,試み,It was a brave attempt.,それは勇敢な試みだった。
attempt,（to do）～しようと試みる,He attempted to escape.,彼は逃げようとした。
capacity,能力,He has the capacity to lead.,彼には指導する能力がある。
capacity,容量，収容力,The hall has a large capacity.,そのホールは大きな収容力がある。
capable,（of ～）（～する）力がある,She is capable of solving it.,彼女はそれを解決できる。
capable,有能な,He is a capable worker.,彼は有能な社員だ。
attain,（人が主語）～を達成する,She attained her goal.,彼女は目標を達成した。
attain,（物，人が主語）～に到達する,The rocket attained high speed.,ロケットは高速に到達した。
desperate,必死の,He made a desperate effort.,彼は必死の努力をした。
desperate,（状況が）絶望的な,The situation is desperate.,状況は絶望的だ。
dedicate,（A to B）（A）を（B に）捧げる,He dedicated his life to science.,彼は人生を科学に捧げた。
pain,苦痛,I felt pain in my leg.,足に痛みを感じた。
pain,（―s）苦労,She went through many pains.,彼女は多くの苦労を経験した。
strain,（心身の）負担，無理,Stress puts strain on the body.,ストレスは体に負担をかける。
strain,（目や筋肉など）を痛める,I strained my back.,背中を痛めた。
remedy,治療法，治療薬,This medicine is a remedy.,この薬は治療薬だ。
remedy,改善策，対策,We need a remedy for the problem.,問題への改善策が必要だ。
pharmacy,（調剤）薬局,I bought medicine at the pharmacy.,薬局で薬を買った。
physician,〈米〉医師,The physician examined me.,医師は私を診察した。
physician,〈英〉内科医,He is a physician.,彼は内科医だ。
disorder,（心身の）不調,She has an eating disorder.,彼女には摂食障害がある。
pregnant,妊娠した,She is pregnant.,彼女は妊娠している。
clinical,臨床の,He has clinical experience.,彼は臨床経験がある。
heal,～を治す,Time can heal wounds.,時間は傷を癒やすことがある。
heal,治る,The wound will heal soon.,傷はすぐ治るだろう。
infect,感染させる，伝染する,The virus infected many people.,そのウイルスは多くの人に感染した。
ankle,足首,I hurt my ankle.,足首を痛めた。
thumb,親指,He raised his thumb.,彼は親指を上げた。
forehead,額，おでこ,She touched her forehead.,彼女は額に触れた。
chin,下あご，あごの先端,He rested his chin on his hand.,彼は手にあごを乗せた。
chest,胸（部）,He felt pain in his chest.,彼は胸に痛みを感じた。
chest,（大きな木の）箱，密閉容器,The treasure was in a chest.,宝物は箱の中にあった。
breast,胸，乳房,The baby drank breast milk.,赤ちゃんは母乳を飲んだ。
lung,肺,Smoking damages the lungs.,喫煙は肺を傷つける。
organ,臓器，器官,The heart is an important organ.,心臓は重要な臓器だ。
organ,オルガン,She plays the organ.,彼女はオルガンを弾く。
vision,視力，視野,My vision is getting better.,視力が良くなっている。
vision,未来像,He has a clear vision.,彼には明確な未来像がある。
skeleton,骸骨，骨格,The skeleton supports the body.,骨格は体を支える。
sensation,感覚,I lost sensation in my hand.,手の感覚を失った。
sensation,説明し難い感情,The victory was a sensation.,その勝利は大きな感動だった。
code,規定,The dress code is strict.,服装規定は厳しい。
code,暗号,I cannot read the code.,その暗号は読めない。
agenda,議題，協議事項,The issue is on the agenda.,その問題は議題にある。
liberty,自由,Everyone wants liberty.,誰もが自由を望む。
committee,委員会,The committee met today.,委員会は今日会合した。
humanity,人類,We must protect humanity.,私たちは人類を守らなければならない。
humanity,人文科学,She studies the humanities.,彼女は人文科学を学んでいる。
humanity,人間性,Humanity is important for our future.,人間性は私たちの未来に重要です。
mankind,（集合的に）人類,Mankind has made great progress.,人類は大きな進歩を遂げた。
authority,権威,He has authority in this field.,彼はこの分野で権威がある。
authority,権力,The government has the authority to decide.,政府には決定する権力がある。
authority,（―ies）当局,The authorities investigated the case.,当局はその事件を調査した。
justice,正義,Everyone wants justice.,誰もが正義を求めている。
insurance,保険,I have health insurance.,私は健康保険に入っている。
hardship,（主に経済的）苦難,They overcame many hardships.,彼らは多くの苦難を乗り越えた。
poverty,貧困,Poverty is a serious problem.,貧困は深刻な問題である。
chaos,大混乱，混沌,The city was in chaos.,街は大混乱だった。
isolation,孤立，分離，孤独感,Isolation can affect mental health.,孤立は心の健康に影響することがある。
region,地域,This region is famous for wine.,この地域はワインで有名だ。
proof,証拠，証明,We need proof of his claim.,彼の主張の証拠が必要だ。
proof,（複合語で）～を防ぐ，～に耐える,This jacket is waterproof.,この上着は防水だ。
warranty,保証,The product has a one-year warranty.,その製品には1年間の保証がある。
principle,原理，原則,This is a basic principle of science.,これは科学の基本原則だ。
principle,主義，信念,He follows his principles.,彼は自分の信念を守る。
origin,起源,The origin of the word is unknown.,その言葉の起源は不明だ。
setting,環境，状況,The setting affects the story.,環境は物語に影響する。
setting,（小説，劇，機械などの）設定，舞台,The novel has a historical setting.,その小説は歴史的な舞台設定だ。
mission,任務，使命,His mission was to help people.,彼の使命は人々を助けることだった。
mission,使節団,A mission visited the country.,使節団がその国を訪れた。
mission,布教団,The mission spread the religion.,布教団は宗教を広めた。
project,計画，企画,They started a new project.,彼らは新しい計画を始めた。
project,（予算など）を見積もる,We project future sales.,将来の売上を予測する。
project,～を投影する,The machine projects images.,その機械は映像を投影する。
monument,記念碑，遺跡，史跡,The monument attracts tourists.,その記念碑は観光客を引きつける。
revolution,革命,The revolution changed the country.,革命は国を変えた。
contract,契約,I signed a contract.,私は契約に署名した。
contract,～を契約する,They contracted a new worker.,彼らは新しい労働者と契約した。
contract,（病気）に感染する,He contracted a disease.,彼は病気に感染した。
infrastructure,インフラ、基本的施設,Good infrastructure is necessary.,良いインフラは必要だ。
negotiate,（with ～）（～と）交渉する,They negotiated with the company.,彼らは会社と交渉した。
negotiate,（条件など）を取り決める,They negotiated a deal.,彼らは取引条件を決めた。
cooperate,（with ～）（～と）協力する,We should cooperate with others.,私たちは他者と協力すべきだ。
restore,（治安など）を回復する,The police restored order.,警察は秩序を回復した。
restore,（古い建物，絵など）を修復する,They restored the old building.,彼らは古い建物を修復した。
found,～を創立する,He founded a company.,彼は会社を創立した。
conservative,保守的な,His views are conservative.,彼の考えは保守的だ。
affair,（―s）情勢,International affairs are changing.,国際情勢は変化している。
affair,事件,The affair shocked everyone.,その事件は皆を驚かせた。
affair,情事，浮気,The novel describes a love affair.,その小説は恋愛関係を描いている。
agency,（政府）機関,The agency provides information.,その機関は情報を提供する。
agency,代理店,She works for a travel agency.,彼女は旅行代理店で働いている。
council,議会,The council discussed the issue.,議会はその問題を議論した。
kingdom,～界，社会,The animal kingdom is diverse.,動物界は多様だ。
kingdom,王国,The king ruled the kingdom.,王は王国を治めた。
republic,共和国,Japan is not a republic.,日本は共和国ではない。
empire,帝国,The empire expanded quickly.,その帝国は急速に拡大した。
aid,援助，救援物資,The country received aid.,その国は援助を受けた。
reform,改革,The government needs reform.,政府には改革が必要だ。
minister,大臣,The minister gave a speech.,大臣は演説をした。
minister,牧師,The minister helped the community.,牧師は地域を助けた。
parliament,議会,The parliament passed the law.,議会は法律を可決した。
territory,領土,The country protects its territory.,その国は領土を守る。
territory,縄張り，領域,This is a dangerous territory.,ここは危険な領域だ。
poll,世論調査,The poll showed public opinion.,世論調査は国民の意見を示した。
poll,投票,Many people took part in the poll.,多くの人が投票に参加した。
poll,（票）を得る,She polled many votes.,彼女は多くの票を得た。
fortune,財産,He made a fortune.,彼は財産を築いた。
fortune,運,Good fortune came to him.,幸運が彼に訪れた。
property,財産，資産,He owns a lot of property.,彼は多くの資産を所有している。
property,（物質の）特性,Water has unique properties.,水には独特の性質がある。
property,所有地,They bought a property.,彼らは土地を買った。
fund,資金,The project needs more funds.,その計画にはもっと資金が必要だ。
fund,基金,The fund supports education.,その基金は教育を支援する。
fund,～に資金を出す,They funded the research.,彼らは研究に資金を出した。
stock,株（式）,He bought stocks.,彼は株を買った。
stock,在庫品，蓄え,The store has enough stock.,店には十分な在庫がある。
labor,労働,Labor is important for society.,労働は社会に重要だ。
labor,労働者,The company hired more labor.,会社はより多くの労働者を雇った。
labor,努力，陣痛,She went into labor.,彼女は陣痛が始まった。
overwork,働きすぎる,I often overwork.,私はよく働きすぎる。
overwork,～を働かせすぎる，酷使する,They overworked their employees.,彼らは従業員を酷使した。
overwork,過労,Overwork can cause illness.,過労は病気の原因になる。
firm,会社,He works for a law firm.,彼は法律事務所で働いている。
firm,固い,She has a firm belief.,彼女には固い信念がある。
firm,引き締まった,He has a firm body.,彼は引き締まった体をしている。
union,労働組合,The workers joined a union.,労働者は組合に加入した。
union,合併,The union created a larger company.,合併でより大きな会社ができた。
union,連邦,The union consists of several states.,その連邦はいくつかの州から成る。
administration,経営，運営,Good administration is important.,良い運営は重要だ。
administration,行政,The administration changed the policy.,行政は政策を変更した。
administration,政権,The administration announced a plan.,政権は計画を発表した。
secretary,秘書,She works as a secretary.,彼女は秘書として働いている。
secretary,長官，事務局長,The secretary announced the decision.,長官は決定を発表した。
editor,編集者,The editor checked the article.,編集者は記事を確認した。
client,依頼人,The lawyer met the client.,弁護士は依頼人に会った。
client,取引先,The company has many clients.,会社には多くの取引先がある。
recruit,新規採用する,The company recruits young workers.,会社は若い労働者を採用する。
recruit,新兵，新人,The recruits started training.,新人たちは訓練を始めた。
basis,基礎，根拠,Trust is the basis of friendship.,信頼は友情の基礎だ。
basis,（on a ～ basis）（～を）基準として,Payment is made on a monthly basis.,支払いは月単位で行われる。
element,要素，元素,Carbon is an important element.,炭素は重要な元素だ。
element,自然の力，悪天候,The elements were against us.,自然の猛威が私たちに不利だった。
element,少しの～,There was an element of surprise.,少し驚きの要素があった。
constitute,（主語が複数）～を構成する,These parts constitute the machine.,これらの部品が機械を構成する。
constitute,（主語が単数）～である,This constitutes a problem.,これは問題である。
unify,～を統一する,The leader tried to unify the country.,指導者は国を統一しようとした。
combine,（A with B）（A）を（B と）結びつける，同時に行う,I combined work with my studies.,私は仕事と勉強を両立させた。
combine,結びつく,The two ideas combine well.,その2つの考えはうまく結びつく。
unite,団結する,People united to solve the problem.,人々は問題を解決するために団結した。
unite,～を団結させる,The leader united the team.,その指導者はチームを団結させた。
link,関連、つながり,There is a link between health and exercise.,健康と運動には関連がある。
link,（A to B）（A）を（Bに）関連づける,The study links sleep to memory.,その研究は睡眠を記憶と関連づけている。
relevant,関連のある，重要な,This information is relevant to the topic.,この情報はその話題に関連している。
murder,殺人,The police investigated the murder.,警察はその殺人を捜査した。
murder,（形容詞的に）殺人の,He was arrested for a murder case.,彼は殺人事件で逮捕された。
murder,（計画的に）～を殺す,The criminal murdered the victim.,犯人は犠牲者を殺害した。
arrest,～を逮捕する,The police arrested the thief.,警察は泥棒を逮捕した。
arrest,逮捕，（医学用語）停止,The arrest was reported in the news.,その逮捕はニュースで報じられた。
prison,刑務所,He was sent to prison.,彼は刑務所に送られた。
vice,（売春，麻薬などの）犯罪,The city tried to reduce vice.,その都市は犯罪を減らそうとした。
vice,悪徳,He fought against vice.,彼は悪徳と戦った。
vice,副～,She is the vice president.,彼女は副社長です。
witness,目撃者，証人,The witness told the truth.,目撃者は真実を話した。
witness,証言,His witness helped the trial.,彼の証言は裁判に役立った。
witness,～を目撃する,I witnessed the accident.,私はその事故を目撃した。
bullet,弾丸,The bullet hit the wall.,弾丸は壁に当たった。
sword,剣,The knight carried a sword.,騎士は剣を持っていた。
wound,傷,He had a deep wound.,彼には深い傷があった。
wound,～を傷つける,The accident wounded his leg.,その事故で彼の脚が傷ついた。
triumph,勝利,The team celebrated its triumph.,そのチームは勝利を祝った。
triumph,勝利する,They triumphed in the competition.,彼らは競争で勝利した。
military,軍事的な,The country increased military spending.,その国は軍事費を増やした。
strategy,戦略,We need a new strategy.,私たちは新しい戦略が必要だ。
conquer,（国や地域）を征服する,The army conquered the land.,軍はその土地を征服した。
conquer,（病気や恐怖など）を克服する,She conquered her fear.,彼女は恐怖を克服した。
defend,（A from B）（B からA）を守る,He defended his family from danger.,彼は家族を危険から守った。
dominate,～を支配する,The company dominates the market.,その会社は市場を支配している。
rob,（銀行など）を襲う,They robbed a bank.,彼らは銀行を襲った。
rob,（A of B）（A）から（B を）奪う,The thief robbed him of his money.,泥棒は彼からお金を奪った。
deprive,（A of B）（A）から（B を）奪う,The war deprived people of homes.,戦争は人々から家を奪った。
devastate,（町など）を壊滅させる,The earthquake devastated the city.,地震は都市を壊滅させた。
devastate,（人）を打ちのめす,The news devastated her.,その知らせは彼女を打ちのめした。
crash,激突する,The car crashed into a tree.,車は木に激突した。
crash,（飛行機が）墜落する,The plane crashed suddenly.,飛行機は突然墜落した。
crash,激突，墜落,The crash caused serious damage.,その墜落は深刻な被害をもたらした。
hazard,危険（になり得るもの）<可算>,Smoking is a health hazard.,喫煙は健康上の危険である。
debris,破片，残骸,Debris covered the road.,破片が道路を覆った。
orphan,孤児,The orphan lived in a shelter.,その孤児は施設で暮らした。
slave,奴隷,The slaves worked hard.,奴隷たちは懸命に働いた。
slave,（to ～）（比喩的に）（～の）奴隷,He is a slave to his habits.,彼は習慣の奴隷だ。
acquaintance,知人,I met an old acquaintance.,私は旧知の人に会った。
acquaintance,面識，（ちょっとした）知識,I have some acquaintance with the subject.,私はその分野に少し知識がある。
merchant,商人,The merchant sold goods.,その商人は商品を売った。
resident,住人，居住者,The residents complained.,住民たちは不満を言った。
resident,滞在者,The hotel welcomed its residents.,ホテルは滞在者を歓迎した。
resident,住んでいる,She is a resident doctor.,彼女は研修医です。
crew,（集合的に）乗組員,The crew prepared the ship.,乗組員は船を準備した。
crew,（取材などの）チーム,A TV crew arrived.,テレビ取材班が到着した。
chase,～を追いかける,The dog chased the ball.,犬はボールを追いかけた。
chase,追跡,The police started a chase.,警察は追跡を始めた。
proceed,（順を追って）進む,The meeting proceeded smoothly.,会議は順調に進んだ。
proceed,（to do）（さらに続けて）～する,He proceeded to explain the plan.,彼は続けて計画を説明した。
fade,（色，記憶などが）薄れる,The memory faded over time.,その記憶は時間とともに薄れた。
dissolve,溶ける,Sugar dissolves in water.,砂糖は水に溶ける。
dissolve,～を溶かす,Heat dissolved the ice.,熱が氷を溶かした。
dissolve,（議会など）を解散する,The leader dissolved the parliament.,指導者は議会を解散した。
float,浮かぶ,The boat floated on the water.,ボートは水に浮かんだ。
float,～を浮かべる,She floated a balloon in the air.,彼女は風船を浮かべた。
sink,沈む,The ship began to sink.,船は沈み始めた。
sink,～を沈める,The stone sank the boat.,石が船を沈めた。
sink,（台所の）流し,The dishes are in the sink.,皿は流しにある。
bounce,（ボールなどが）跳ねる,The ball bounced high.,ボールは高く跳ねた。
bounce,（宛先不明で）～を返送する,The email bounced back.,メールは返送された。
transform,～を（大幅に）変える,Technology transformed society.,技術は社会を大きく変えた。
transform,（大幅に）変形する，変身する,The caterpillar transformed into a butterfly.,毛虫は蝶に変身した。
shift,（考え方の）転換,There was a shift in opinion.,意見の転換があった。
shift,（勤務の）交替,I work the night shift.,私は夜勤で働く。
modify,～を修正する,He modified the plan.,彼は計画を修正した。
revise,（制度，予測，論文など）を修正する，改正する,They revised the report.,彼らは報告書を修正した。
enhance,～を向上させる,Exercise enhances health.,運動は健康を向上させる。
lower,～を下げる,They lowered the price.,彼らは価格を下げた。
voyage,航海，船旅,The voyage took three months.,その航海は3か月かかった。
confirm,～を確認する,Please confirm your reservation.,予約を確認してください。
confirm,～を裏付ける,The evidence confirmed his story.,証拠は彼の話を裏付けた。
ensure,～を確実にする,We ensured safety.,私たちは安全を確実にした。
address,～に取り組む,The government addressed the issue.,政府はその問題に取り組んだ。
address,～に呼びかける,She addressed the audience.,彼女は聴衆に呼びかけた。
address,演説,He gave an address.,彼は演説をした。
address,住所,Write your address here.,ここに住所を書いてください。
approach,（to ～）（～への）取り組み方，接近,We need a new approach.,新しい取り組み方が必要だ。
approach,～に取り組む，接近する,She approached the problem carefully.,彼女は慎重に問題に取り組んだ。
resolve,～を解決する,They resolved the conflict.,彼らは対立を解決した。
resolve,（to do）（～する）決心をする,He resolved to study harder.,彼はもっと勉強する決心をした。
settle,（紛争など）を解決する,They settled the dispute.,彼らは争いを解決した。
settle,～を置く，据える,He settled the box on the table.,彼は箱を机の上に置いた。
settle,定住する,They settled in the town.,彼らはその町に定住した。
settle,（on ～）（～を）決める,We settled on a date.,私たちは日を決めた。
enrich,～を豊かにする,Travel enriches our lives.,旅行は人生を豊かにする。
warn,～に警告する,She warned me about the danger.,彼女は私に危険を警告した。
warn,（of～）（～に対して）警告する,The sign warns of danger.,その標識は危険を警告している。
force,～に強いる,They forced him to leave.,彼らは彼に去るよう強いた。
force,力，武力,The force of the wind was strong.,風の力は強かった。
appeal,（to ～）（～に）訴える,The idea appealed to many people.,その考えは多くの人に訴えた。
appeal,魅力，人気,The movie has great appeal.,その映画は大きな魅力がある。
appeal,（for ～）（～に対する）訴え,They made an appeal for help.,彼らは助けを求める訴えをした。
applause,拍手〈不可算〉,The singer received applause.,その歌手は拍手を受けた。
leap,跳ぶ,The cat leaped over the wall.,猫は壁を跳び越えた。
leap,躍進，急増,The company made a great leap in technology.,その会社は技術で大きな躍進を遂げた。
grab,（ぐいっと）～をつかむ,He grabbed my hand.,彼は私の手をつかんだ。
grab,（急いで食事，睡眠）をとる,I grabbed a quick lunch.,私は急いで昼食をとった。
seize,～をつかむ,She seized the opportunity.,彼女は機会をつかんだ。
seize,（麻薬など）を押収する，（犯人）を捕らえる,The police seized illegal drugs.,警察は違法薬物を押収した。
cast,～を投げる,He cast a stone into the river.,彼は川に石を投げた。
cast,（光など）を投げかける,The lamp cast light on the wall.,ランプは壁に光を投げかけた。
cast,～に役を与える,The director cast her as the hero.,監督は彼女に主人公の役を与えた。
stun,～を気絶させる,The blow stunned him.,その一撃で彼は気絶した。
stun,～をぼう然とさせる,The news stunned everyone.,その知らせは皆をぼう然とさせた。
illuminate,～を照らす,The candles illuminated the room.,ろうそくが部屋を照らした。
illuminate,（問題など）を解明する,The research illuminated the problem.,その研究は問題を解明した。
uncover,～を明らかにする，暴く,The journalist uncovered the truth.,その記者は真実を暴いた。
mend,～を修繕する,He mended the broken chair.,彼は壊れた椅子を修理した。
react,（to ～）（～に）反応する,She reacted to the news quickly.,彼女はその知らせに素早く反応した。
endure,（長期にわたり）～に耐える,He endured great pain.,彼は大きな苦痛に耐えた。
bind,～を結びつける，縛る,The rope binds the two parts.,そのロープは2つの部分を結びつける。
encounter,～に偶然出会う,I encountered an old friend.,私は旧友に偶然出会った。
encounter,（問題，反対など）に遭う,We encountered many difficulties.,私たちは多くの困難に遭った。
encounter,出会い,It was a strange encounter.,それは奇妙な出会いだった。
trace,～を捜し出す,Police traced the suspect.,警察は容疑者を捜し出した。
trace,～の追跡調査をする,Scientists traced the source.,科学者たちは源を追跡調査した。
trace,（微妙な）跡,There was a trace of sadness in her voice.,彼女の声には悲しみの跡があった。
undergo,～を経験する,She underwent surgery.,彼女は手術を受けた。
seal,～を密封する,Seal the package carefully.,荷物を注意深く密封してください。
seal,（personal ―）印鑑，ハンコ,I put my seal on the document.,私は書類に印鑑を押した。
incorporate,～を取り入れる,The plan incorporates new ideas.,その計画は新しい考えを取り入れている。
emerge,（隠れていたものが）現れる,The moon emerged from the clouds.,月が雲から現れた。
emerge,（国家などが）台頭する,A new power emerged.,新しい勢力が台頭した。
unfold,展開する，はっきりしてくる,The story gradually unfolded.,物語は徐々に展開した。
unfold,～を広げる,She unfolded the map.,彼女は地図を広げた。
derive,（from ～）（～に）由来する,The word derives from Latin.,その語はラテン語に由来する。
derive,～を引き出す，得る,He derived pleasure from music.,彼は音楽から喜びを得た。
generate,（電気，利益など）を生み出す,The machine generates electricity.,その機械は電気を生み出す。
possess,～を所有している,He possesses great talent.,彼は素晴らしい才能を持っている。
retain,～を保持する,The company retained its customers.,その会社は顧客を維持した。
secure,（場所，地位，契約など）を確保する,They secured a contract.,彼らは契約を確保した。
secure,安全で，守られて,The building is secure.,その建物は安全だ。
capture,～を捕らえる,The camera captured the moment.,カメラはその瞬間をとらえた。
capture,捕獲，（敵地の）攻略,The capture of the city was successful.,都市攻略は成功した。
monitor,～を監視する,The system monitors traffic.,そのシステムは交通を監視する。
monitor,（コンピュータの）画面,The monitor is broken.,モニターが壊れている。
investigate,（研究班などが）～を調査する,Scientists investigated the cause.,科学者たちは原因を調査した。
investigate,（警察が）～を捜査する,Police investigated the crime.,警察は犯罪を捜査した。
detect,～を探知する，（病気など）を発見する，（うそなど）を見抜く,The test detected the disease.,検査で病気が発見された。
inquiry,（into ～）（～の）調査,An inquiry into the accident began.,事故の調査が始まった。
inquiry,質問，問い合わせ,I sent an inquiry by email.,私はメールで問い合わせをした。
specialize,（in ～）,This shop specializes in coffee.,この店はコーヒーを専門にしている。
specialize,〈英〉（～を）専攻する,She specializes in biology.,彼女は生物学を専攻している。
specialize,（～を）専門にする,The company specializes in software.,その会社はソフトウェアを専門にしている。
semester,（米，日本などの２学期制の）学期,The semester starts in April.,学期は4月に始まる。
biology,生物学,I study biology at university.,私は大学で生物学を学んでいる。
ecology,生態（学）,Ecology is important for the future.,生態学は未来に重要だ。
philosophy,（学問としての）哲学〈不可算〉,He studies philosophy.,彼は哲学を学んでいる。
philosophy,人生哲学，考え方〈可算〉,My philosophy is to enjoy life.,私の人生哲学は人生を楽しむことだ。
geography,地理（学）,Geography explains places and environments.,地理学は場所や環境を説明する。
institution,（大学，病院などの）機関,The institution supports research.,その機関は研究を支援している。
institution,（結婚などの）制度,Marriage is a social institution.,結婚は社会制度である。
faculty,（生まれ持った）能力,She has the faculty of memory.,彼女には記憶力がある。
faculty,（大学の）学部,He belongs to the science faculty.,彼は理学部に所属している。
faculty,（大学の）全教員,The faculty held a meeting.,教授陣は会議を開いた。
intermediate,（授業・教材が）中級の,This is an intermediate English course.,これは中級英語コースです。
intermediate,中間の,The intermediate stage is difficult.,中間段階は難しい。
notion,考え,I had a strange notion.,私は奇妙な考えを持った。
concept,概念，考え,The concept is easy to understand.,その概念は理解しやすい。
meditation,瞑想,Meditation helps reduce stress.,瞑想はストレス軽減に役立つ。
meditation,熟考,He spent time in meditation.,彼は熟考に時間を使った。
insight,（into ～）（～に対する）洞察（力),The book gives insight into history.,その本は歴史への洞察を与える。
insight,見識,She has great insight.,彼女は優れた見識を持っている。
caution,用心,Use caution when driving.,運転するときは用心してください。
caution,警告,The sign gave a caution.,標識は警告を示した。
caution,～に注意［警告］を与える,The teacher cautioned students.,先生は生徒に注意した。
will,意志,He has a strong will.,彼は強い意志を持っている。
will,遺書,She wrote her will.,彼女は遺書を書いた。
option,選択肢，選択（の自由）,We have several options.,私たちにはいくつか選択肢がある。
prospect,見通し,The business has good prospects.,その事業には良い見通しがある。
